repo,pr_number,user,created_at,merged_at,closed_at,num_reviews,reviewers,response_time_hours,review_time_hours,lines_of_code,changed_files,url
discourse/discourse,31374,dependabot[bot],2025-02-17T21:30:37Z,2025-02-17T22:28:10Z,2025-02-17T22:28:10Z,1,CvX,0.9577777777777777,0.9591666666666666,2,1,https://api.github.com/repos/discourse/discourse/pulls/31374
discourse/discourse,31373,dependabot[bot],2025-02-17T21:28:42Z,2025-02-17T22:27:35Z,2025-02-17T22:27:35Z,1,CvX,0.9797222222222223,0.9813888888888889,4,1,https://api.github.com/repos/discourse/discourse/pulls/31373
discourse/discourse,31372,dependabot[bot],2025-02-17T21:28:07Z,2025-02-17T22:27:19Z,2025-02-17T22:27:19Z,1,CvX,0.9852777777777778,0.9866666666666667,2,1,https://api.github.com/repos/discourse/discourse/pulls/31372
discourse/discourse,31369,Arkshine,2025-02-17T16:32:32Z,2025-02-17T16:59:04Z,2025-02-17T16:59:04Z,1,davidtaylorhq,0.43222222222222223,0.44222222222222224,32,2,https://api.github.com/repos/discourse/discourse/pulls/31369
discourse/discourse,31367,davidtaylorhq,2025-02-17T12:30:12Z,2025-02-17T14:58:17Z,2025-02-17T14:58:17Z,1,CvX,0.2427777777777778,2.4680555555555554,46,1,https://api.github.com/repos/discourse/discourse/pulls/31367
discourse/discourse,31364,dependabot[bot],2025-02-16T21:18:00Z,2025-02-16T22:40:06Z,2025-02-16T22:40:06Z,1,CvX,0.5675,1.3683333333333334,5,1,https://api.github.com/repos/discourse/discourse/pulls/31364
discourse/discourse,31363,dependabot[bot],2025-02-16T21:17:42Z,2025-02-16T21:50:23Z,2025-02-16T21:50:23Z,1,CvX,0.0775,0.5447222222222222,2,1,https://api.github.com/repos/discourse/discourse/pulls/31363
discourse/discourse,31362,dependabot[bot],2025-02-16T21:16:51Z,2025-02-16T21:51:46Z,2025-02-16T21:51:46Z,1,CvX,0.5794444444444444,0.5819444444444445,13,1,https://api.github.com/repos/discourse/discourse/pulls/31362
discourse/discourse,31361,dependabot[bot],2025-02-16T21:16:31Z,2025-02-16T21:50:08Z,2025-02-16T21:50:08Z,1,CvX,0.10333333333333333,0.5602777777777778,6,1,https://api.github.com/repos/discourse/discourse/pulls/31361
discourse/discourse,31360,dependabot[bot],2025-02-16T21:15:03Z,2025-02-16T21:49:49Z,2025-02-16T21:49:49Z,1,CvX,0.1375,0.5794444444444444,2,1,https://api.github.com/repos/discourse/discourse/pulls/31360
